Key type,Value type,Number of keys,Algorithm,Trial,Number of bits,Construction time (s),Serial evaluation time (s),Parallel evaluation time (s)
m,m,5000000,std::unordered_map,2,0,0.554519,0.229069,0.0252418
m,m,5000000,std::unordered_map,3,0,0.554934,0.230002,0.0249894
m,m,5000000,std::unordered_map,4,0,0.554677,0.22891,0.028293
m,m,5000000,absl::flat_hash_map,0,0,0.577933,0.16499,0.0240131
m,m,5000000,absl::flat_hash_map,1,0,0.57715,0.165189,0.0227761
m,m,5000000,absl::flat_hash_map,2,0,0.578245,0.167514,0.0235547
m,m,5000000,absl::flat_hash_map,3,0,0.578158,0.164958,0.0232147
m,m,5000000,absl::flat_hash_map,4,0,0.580102,0.165793,0.0234844
m,m,5000000,VectorMap;0.6,0,1066666752,0.738823,0.217734,0.0256877
m,m,5000000,VectorMap;0.6,1,1066666752,0.738567,0.218026,0.0230155
m,m,5000000,VectorMap;0.6,2,1066666752,0.738583,0.217081,0.024486
m,m,5000000,VectorMap;0.6,3,1066666752,0.738995,0.218037,0.0264901
m,m,5000000,VectorMap;0.6,4,1066666752,0.741387,0.216914,0.0251692
m,m,5000000,VectorMap;0.7,0,914285824,0.730476,0.260429,0.0277047
m,m,5000000,VectorMap;0.7,1,914285824,0.728159,0.26125,0.0288071
m,m,5000000,VectorMap;0.7,2,914285824,0.729417,0.260329,0.0290322
m,m,5000000,VectorMap;0.7,3,914285824,0.728482,0.261268,0.0281947
m,m,5000000,VectorMap;0.7,4,914285824,0.727688,0.260417,0.0294807
m,m,5000000,VectorMap;0.8,0,800000000,0.721836,0.300052,0.0319538
m,m,5000000,VectorMap;0.8,1,800000000,0.721171,0.301101,0.0324865
m,m,5000000,VectorMap;0.8,2,800000000,0.724422,0.300351,0.0312384
m,m,5000000,VectorMap;0.8,3,800000000,0.723406,0.302232,0.0315571
m,m,5000000,VectorMap;0.8,4,800000000,0.722722,0.301796,0.0327282
m,m,5000000,BBHash;2;0,0,338552064,0.89355,0.422531,0.0470409
m,m,5000000,BBHash;2;0,1,338552064,0.892785,0.422893,0.0468904
m,m,5000000,BBHash;2;0,2,338552064,0.892153,0.422312,0.0476665
m,m,5000000,BBHash;2;0,3,338552064,0.900644,0.421229,0.0453969
m,m,5000000,BBHash;2;0,4,338552064,0.920878,0.422014,0.0464235
m,m,5000000,BBHash;5;0,0,354356160,0.730779,0.379508,0.0428974
m,m,5000000,BBHash;5;0,1,354356160,0.726102,0.377533,0.043437
m,m,5000000,BBHash;5;0,2,354356160,0.744628,0.375198,0.0395791
m,m,5000000,BBHash;5;0,3,354356160,0.735412,0.375496,0.0440432
m,m,5000000,BBHash;5;0,4,354356160,0.723642,0.375551,0.0413247
m,m,5000000,PTHash;5;0.8;dictionary-dictionary;0,0,410120512,1.5871,0.177358,0.0271096
m,m,5000000,PTHash;5;0.8;dictionary-dictionary;0,1,410120512,1.58524,0.177379,0.0298328
m,m,5000000,PTHash;5;0.8;dictionary-dictionary;0,2,410120384,1.57879,0.177396,0.0286982
m,m,5000000,PTHash;5;0.8;dictionary-dictionary;0,3,410120512,1.58585,0.177324,0.0300085
m,m,5000000,PTHash;5;0.8;dictionary-dictionary;0,4,410120448,1.57895,0.178712,0.0282602
m,m,5000000,PTHash;8;0.98;dictionary-dictionary;1,0,344263312,1.60419,0.186744,0.0282547
m,m,5000000,PTHash;8;0.98;dictionary-dictionary;1,1,344263824,1.61459,0.186218,0.0288616
m,m,5000000,PTHash;8;0.98;dictionary-dictionary;1,2,344263312,1.60821,0.186046,0.0316339
m,m,5000000,PTHash;8;0.98;dictionary-dictionary;1,3,344263504,1.6108,0.186301,0.0301404
m,m,5000000,PTHash;8;0.98;dictionary-dictionary;1,4,344263504,1.61845,0.186163,0.0308352
m,h,10000000,AceHash;4;0.8;1;1;1;0,0,120083816,0.894439,0.152664,0.0264015
m,h,10000000,AceHash;4;0.8;1;1;1;0,1,120083816,0.894736,0.152819,0.0239311
m,h,10000000,AceHash;4;0.8;1;1;1;0,2,120083816,0.894468,0.152963,0.0257232
m,h,10000000,AceHash;4;0.8;1;1;1;0,3,120083816,0.894358,0.152788,0.0245299
m,h,10000000,AceHash;4;0.8;1;1;1;0,4,120083816,0.89418,0.153289,0.0254879
m,h,10000000,AceHash;2.5;1;1;1;1;0,0,114757608,1.08713,0.170537,0.0266505
m,h,10000000,AceHash;2.5;1;1;1;1;0,1,114757608,1.08729,0.170331,0.0266711
m,h,10000000,AceHash;2.5;1;1;1;1;0,2,114757608,1.0876,0.170192,0.0272197
m,h,10000000,AceHash;2.5;1;1;1;1;0,3,114757608,1.08731,0.17073,0.0275717
m,h,10000000,AceHash;2.5;1;1;1;1;0,4,114757608,1.08796,0.170262,0.0291393
m,h,10000000,std::unordered_map,0,0,1.24807,0.483591,0.0493755
m,h,10000000,std::unordered_map,1,0,1.16122,0.478821,0.0488075
m,h,10000000,std::unordered_map,2,0,1.16052,0.477911,0.0467096
m,h,10000000,std::unordered_map,3,0,1.16134,0.478675,0.047992
m,h,10000000,std::unordered_map,4,0,1.16678,0.479945,0.0490884
m,h,10000000,absl::flat_hash_map,0,0,1.27048,0.428766,0.0486582
m,h,10000000,absl::flat_hash_map,1,0,1.26162,0.430666,0.0482
m,h,10000000,absl::flat_hash_map,2,0,1.26866,0.428609,0.0489494
m,h,10000000,absl::flat_hash_map,3,0,1.26121,0.431015,0.0475884
m,h,10000000,absl::flat_hash_map,4,0,1.267,0.428485,0.0488041
m,h,10000000,VectorMap;0.6,0,2133333376,1.58664,0.45852,0.0480321
m,h,10000000,VectorMap;0.6,1,2133333376,1.58244,0.456202,0.0478957
m,h,10000000,VectorMap;0.6,2,2133333376,1.5815,0.457345,0.048117
m,h,10000000,VectorMap;0.6,3,2133333376,1.58303,0.457034,0.0489923
m,h,10000000,VectorMap;0.6,4,2133333376,1.583,0.456637,0.0485703
m,h,10000000,VectorMap;0.7,0,1828571520,1.55764,0.531181,0.0556739
m,h,10000000,VectorMap;0.7,1,1828571520,1.55778,0.531209,0.053927
m,h,10000000,VectorMap;0.7,2,1828571520,1.55773,0.530996,0.0543051
m,h,10000000,VectorMap;0.7,3,1828571520,1.5581,0.53193,0.0536573
m,h,10000000,VectorMap;0.7,4,1828571520,1.55743,0.530393,0.0535456
m,h,10000000,VectorMap;0.8,0,1600000000,1.54332,0.612695,0.0601355
m,h,10000000,VectorMap;0.8,1,1600000000,1.54455,0.611875,0.060664
m,h,10000000,VectorMap;0.8,2,1600000000,1.5442,0.612009,0.0610139
m,h,10000000,VectorMap;0.8,3,1600000000,1.54315,0.612889,0.0609581
m,h,10000000,VectorMap;0.8,4,1600000000,1.54237,0.613181,0.0600543
m,h,10000000,BBHash;2;0,0,117100160,1.8663,0.856884,0.0792313
m,h,10000000,BBHash;2;0,1,117100160,1.87256,0.856375,0.0828403
m,h,10000000,BBHash;2;0,2,117100160,1.87264,0.858194,0.0794631
m,h,10000000,BBHash;2;0,3,117100160,1.86635,0.856372,0.079057
m,h,10000000,BBHash;2;0,4,117100160,1.90037,0.856554,0.0792809
m,h,10000000,BBHash;5;0,0,148708096,1.54549,0.842291,0.0751599
m,h,10000000,BBHash;5;0,1,148708096,1.53495,0.844205,0.0735401
m,h,10000000,BBHash;5;0,2,148708096,1.54891,0.844258,0.0761815
m,h,10000000,BBHash;5;0,3,148708096,1.56721,0.84427,0.0760872
m,h,10000000,BBHash;5;0,4,148708096,1.57525,0.841514,0.0775376
m,h,10000000,PTHash;5;0.8;dictionary-dictionary;0,0,119363520,3.45794,0.31723,0.0448039
m,h,10000000,PTHash;5;0.8;dictionary-dictionary;0,1,119363712,3.45383,0.317191,0.0456625
m,h,10000000,PTHash;5;0.8;dictionary-dictionary;0,2,119363520,3.45101,0.317315,0.0447642
m,h,10000000,PTHash;5;0.8;dictionary-dictionary;0,3,119363776,3.45323,0.317141,0.0462794
m,h,10000000,PTHash;5;0.8;dictionary-dictionary;0,4,119363520,3.46306,0.31752,0.0438096
m,h,10000000,PTHash;8;0.98;dictionary-dictionary;1,0,116668904,3.45268,0.355885,0.050197
m,h,10000000,PTHash;8;0.98;dictionary-dictionary;1,1,115636648,3.48171,0.353543,0.0473315
m,h,10000000,PTHash;8;0.98;dictionary-dictionary;1,2,116668904,3.48484,0.355988,0.0475695
m,h,10000000,PTHash;8;0.98;dictionary-dictionary;1,3,116668776,3.46231,0.355752,0.0503679
m,h,10000000,PTHash;8;0.98;dictionary-dictionary;1,4,116669096,3.49302,0.355964,0.0491368
m,m,10000000,AceHash;4;0.8;1;1;1;0,0,820081360,1.08873,0.214045,0.0310277
m,m,10000000,AceHash;4;0.8;1;1;1;0,1,820081360,1.08733,0.213959,0.0327772
m,m,10000000,AceHash;4;0.8;1;1;1;0,2,820081360,1.08621,0.213718,0.0315146
m,m,10000000,AceHash;4;0.8;1;1;1;0,3,820081360,1.08616,0.21373,0.0300887
m,m,10000000,AceHash;4;0.8;1;1;1;0,4,820081360,1.08726,0.213811,0.0334711
m,m,10000000,AceHash;2.5;1;1;1;1;0,0,674739096,1.26139,0.224542,0.0333825
m,m,10000000,AceHash;2.5;1;1;1;1;0,1,674739096,1.26193,0.226713,0.034035
m,m,10000000,AceHash;2.5;1;1;1;1;0,2,674739096,1.26143,0.227693,0.0318635
m,m,10000000,AceHash;2.5;1;1;1;1;0,3,674739096,1.25968,0.225128,0.0320375
m,m,10000000,AceHash;2.5;1;1;1;1;0,4,674739096,1.25967,0.225038,0.0323453
m,m,10000000,std::unordered_map,0,0,1.34573,0.484977,0.0491541
m,m,10000000,std::unordered_map,1,0,1.27376,0.484538,0.0502809
m,m,10000000,std::unordered_map,2,0,1.18333,0.485802,0.0513977
m,m,10000000,std::unordered_map,3,0,1.19044,0.482706,0.0507191
m,m,10000000,std::unordered_map,4,0,1.18314,0.481549,0.0485206
m,m,10000000,absl::flat_hash_map,0,0,1.27633,0.399569,0.0467352
m,m,10000000,absl::flat_hash_map,1,0,1.28001,0.398279,0.0464459
m,m,10000000,absl::flat_hash_map,2,0,1.27929,0.399651,0.0476758
m,m,10000000,absl::flat_hash_map,3,0,1.27229,0.399918,0.0459095
m,m,10000000,absl::flat_hash_map,4,0,1.28062,0.398045,0.0464309
m,m,10000000,VectorMap;0.6,0,2133333376,1.59782,0.456107,0.0482117
m,m,10000000,VectorMap;0.6,1,2133333376,1.59703,0.456761,0.0489015
m,m,10000000,VectorMap;0.6,2,2133333376,1.5972,0.459601,0.0482573
m,m,10000000,VectorMap;0.6,3,2133333376,1.59676,0.457927,0.0490623
m,m,10000000,VectorMap;0.6,4,2133333376,1.59905,0.457412,0.0497258
m,m,10000000,VectorMap;0.7,0,1828571520,1.57432,0.546793,0.0551429
m,m,10000000,VectorMap;0.7,1,1828571520,1.57315,0.549833,0.0554595
m,m,10000000,VectorMap;0.7,2,1828571520,1.57718,0.547365,0.0553667
m,m,10000000,VectorMap;0.7,3,1828571520,1.57375,0.545793,0.0560026
m,m,10000000,VectorMap;0.7,4,1828571520,1.57298,0.545874,0.0548336
m,m,10000000,VectorMap;0.8,0,1600000000,1.55547,0.638666,0.062347
m,m,10000000,VectorMap;0.8,1,1600000000,1.55856,0.640604,0.0632809
m,m,10000000,VectorMap;0.8,2,1600000000,1.55858,0.642001,0.0621723
m,m,10000000,VectorMap;0.8,3,1600000000,1.55622,0.638155,0.0638102
m,m,10000000,VectorMap;0.8,4,1600000000,1.55564,0.639116,0.0626919
m,m,10000000,BBHash;2;0,0,677100160,1.88534,0.935712,0.0836692
m,m,10000000,BBHash;2;0,1,677100160,1.88392,0.934775,0.0832101
m,m,10000000,BBHash;2;0,2,677100160,1.92253,0.936591,0.0854873
m,m,10000000,BBHash;2;0,3,677100160,1.9243,0.936531,0.0853197
m,m,10000000,BBHash;2;0,4,677100160,1.92437,0.935785,0.0854378
m,m,10000000,BBHash;5;0,0,708708096,1.59772,0.867521,0.0735083
m,m,10000000,BBHash;5;0,1,708708096,1.60287,0.86749,0.0747293
m,m,10000000,BBHash;5;0,2,708708096,1.59733,0.866483,0.0758258
m,m,10000000,BBHash;5;0,3,708708096,1.60008,0.868658,0.0740703
m,m,10000000,BBHash;5;0,4,708708096,1.60284,0.867181,0.0735781
m,m,10000000,PTHash;5;0.8;dictionary-dictionary;0,0,819363584,3.68678,0.389021,0.0509524
m,m,10000000,PTHash;5;0.8;dictionary-dictionary;0,1,819363200,3.67212,0.388652,0.0510364
m,m,10000000,PTHash;5;0.8;dictionary-dictionary;0,2,819363648,3.68407,0.388294,0.0499242
m,m,10000000,PTHash;5;0.8;dictionary-dictionary;0,3,819363584,3.66927,0.388529,0.0513684
m,m,10000000,PTHash;5;0.8;dictionary-dictionary;0,4,819363712,3.69528,0.38838,0.0503304
m,m,10000000,PTHash;8;0.98;dictionary-dictionary;1,0,687065120,3.67878,0.41097,0.0528468
m,m,10000000,PTHash;8;0.98;dictionary-dictionary;1,1,688097440,3.69837,0.411067,0.0520028
m,m,10000000,PTHash;8;0.98;dictionary-dictionary;1,2,688097376,3.69021,0.412465,0.0525137
m,m,10000000,PTHash;8;0.98;dictionary-dictionary;1,3,688097440,3.70735,0.41264,0.0528091
m,m,10000000,PTHash;8;0.98;dictionary-dictionary;1,4,687065184,3.6903,0.411046,0.0521717
m,h,20000000,AceHash;4;0.8;1;1;1;0,0,240166680,2.10472,0.401225,0.0501136
m,h,20000000,AceHash;4;0.8;1;1;1;0,1,240166680,2.1065,0.401709,0.0496014
m,h,20000000,AceHash;4;0.8;1;1;1;0,2,240166680,2.10551,0.401289,0.0498195
m,h,20000000,AceHash;4;0.8;1;1;1;0,3,240166680,2.10477,0.400954,0.0509079
m,h,20000000,AceHash;4;0.8;1;1;1;0,4,240166680,2.10402,0.401447,0.0506004
m,h,20000000,AceHash;2.5;1;1;1;1;0,0,229472192,2.71764,0.459979,0.0554163
m,h,20000000,AceHash;2.5;1;1;1;1;0,1,229472192,2.91865,0.460494,0.0549944
m,h,20000000,AceHash;2.5;1;1;1;1;0,2,229472192,2.91664,0.46,0.0540434
m,h,20000000,AceHash;2.5;1;1;1;1;0,3,229472192,2.9179,0.459968,0.0534828
m,h,20000000,AceHash;2.5;1;1;1;1;0,4,229472192,2.91575,0.460558,0.0543447
m,h,20000000,std::unordered_map,0,0,3.01646,1.02746,0.0954365
m,h,20000000,std::unordered_map,1,0,2.59938,1.01769,0.0947625
m,h,20000000,std::unordered_map,2,0,2.46091,1.00737,0.0937038
m,h,20000000,std::unordered_map,3,0,2.4636,1.00507,0.0934883
m,h,20000000,std::unordered_map,4,0,2.4611,1.00507,0.0926874
m,h,20000000,absl::flat_hash_map,0,0,2.93169,0.935381,0.10148
m,h,20000000,absl::flat_hash_map,1,0,2.93146,0.935292,0.101063
m,h,20000000,absl::flat_hash_map,2,0,2.92706,0.932183,0.100272
m,h,20000000,absl::flat_hash_map,3,0,2.93062,0.934921,0.100062
m,h,20000000,absl::flat_hash_map,4,0,2.93129,0.935463,0.101024
m,h,20000000,VectorMap;0.6,0,4266666752,3.41799,0.94142,0.0925796
m,h,20000000,VectorMap;0.6,1,4266666752,3.41227,0.941901,0.0916206
m,h,20000000,VectorMap;0.6,2,4266666752,3.41546,0.943871,0.0930413
m,h,20000000,VectorMap;0.6,3,4266666752,3.41282,0.943869,0.0942729
m,h,20000000,VectorMap;0.6,4,4266666752,3.41136,0.941217,0.0925442
m,h,20000000,VectorMap;0.7,0,3657142912,3.35769,1.09372,0.10483
m,h,20000000,VectorMap;0.7,1,3657142912,3.35796,1.09637,0.105679
m,h,20000000,VectorMap;0.7,2,3657142912,3.35778,1.09414,0.105003
m,h,20000000,VectorMap;0.7,3,3657142912,3.35831,1.09521,0.103632
m,h,20000000,VectorMap;0.7,4,3657142912,3.35922,1.09613,0.105205
m,h,20000000,VectorMap;0.8,0,3200000000,3.32401,1.27077,0.119592
m,h,20000000,VectorMap;0.8,1,3200000000,3.32222,1.26506,0.119209
m,h,20000000,VectorMap;0.8,2,3200000000,3.32064,1.26729,0.118835
m,h,20000000,VectorMap;0.8,3,3200000000,3.32138,1.26693,0.120952
m,h,20000000,VectorMap;0.8,4,3200000000,3.32156,1.26632,0.118809
m,h,20000000,BBHash;2;0,0,234196480,4.21262,2.05711,0.159531
m,h,20000000,BBHash;2;0,1,234196480,4.22523,2.06402,0.16214
m,h,20000000,BBHash;2;0,2,234196480,4.21668,2.06081,0.15998
m,h,20000000,BBHash;2;0,3,234196480,4.17563,2.05925,0.160572
m,h,20000000,BBHash;2;0,4,234196480,4.20622,2.05743,0.161486
m,h,20000000,BBHash;5;0,0,297412032,4.28655,2.3254,0.172368
m,h,20000000,BBHash;5;0,1,297412032,4.28782,2.32289,0.172495
m,h,20000000,BBHash;5;0,2,297412032,4.31027,2.31763,0.170377
m,h,20000000,BBHash;5;0,3,297412032,4.30689,2.32177,0.170767
m,h,20000000,BBHash;5;0,4,297412032,4.30279,2.31482,0.170107
m,h,20000000,PTHash;5;0.8;dictionary-dictionary;0,0,240007936,8.05043,0.793536,0.0850364
m,h,20000000,PTHash;5;0.8;dictionary-dictionary;0,1,240007808,8.05814,0.794354,0.0847431
m,h,20000000,PTHash;5;0.8;dictionary-dictionary;0,2,240007872,8.08438,0.793111,0.0830862
m,h,20000000,PTHash;5;0.8;dictionary-dictionary;0,3,240007744,8.07274,0.795198,0.0862086
m,h,20000000,PTHash;5;0.8;dictionary-dictionary;0,4,240008320,8.05207,0.794654,0.0827804
m,h,20000000,PTHash;8;0.98;dictionary-dictionary;1,0,230574936,8.28124,0.942631,0.0984811
m,h,20000000,PTHash;8;0.98;dictionary-dictionary;1,1,230574744,8.31085,0.945466,0.0956987
m,h,20000000,PTHash;8;0.98;dictionary-dictionary;1,2,230574872,8.26271,0.941126,0.0961619
m,h,20000000,PTHash;8;0.98;dictionary-dictionary;1,3,230575000,8.29543,0.939975,0.0966611
m,h,20000000,PTHash;8;0.98;dictionary-dictionary;1,4,230574872,8.24228,0.939262,0.0963885
m,m,20000000,AceHash;4;0.8;1;1;1;0,0,1640176984,2.29901,0.502365,0.0607812
m,m,20000000,AceHash;4;0.8;1;1;1;0,1,1640176984,2.30674,0.501207,0.0613745
m,m,20000000,AceHash;4;0.8;1;1;1;0,2,1640176984,2.30137,0.500777,0.0622178
m,m,20000000,AceHash;4;0.8;1;1;1;0,3,1640176984,2.30439,0.500723,0.0618303
m,m,20000000,AceHash;4;0.8;1;1;1;0,4,1640176984,2.30127,0.500074,0.0616148
m,m,20000000,AceHash;2.5;1;1;1;1;0,0,1349501672,2.83669,0.557158,0.0619385
m,m,20000000,AceHash;2.5;1;1;1;1;0,1,1349501672,3.03914,0.557632,0.0636845
m,m,20000000,AceHash;2.5;1;1;1;1;0,2,1349501672,3.03146,0.559623,0.0617614
m,m,20000000,AceHash;2.5;1;1;1;1;0,3,1349501672,3.03819,0.559263,0.0616136
m,m,20000000,AceHash;2.5;1;1;1;1;0,4,1349501672,3.03529,0.557883,0.062256
m,m,20000000,std::unordered_map,0,0,2.85182,1.01378,0.0959247
m,m,20000000,std::unordered_map,1,0,2.66666,1.01627,0.0953328
m,m,20000000,std::unordered_map,2,0,2.4978,1.01293,0.0945313
m,m,20000000,std::unordered_map,3,0,2.50726,1.01628,0.0938204
m,m,20000000,std::unordered_map,4,0,2.49775,1.01674,0.0971478
m,m,20000000,absl::flat_hash_map,0,0,2.9389,0.869704,0.0995092
m,m,20000000,absl::flat_hash_map,1,0,2.93613,0.87052,0.0996843
m,m,20000000,absl::flat_hash_map,2,0,2.93927,0.871067,0.0980168
m,m,20000000,absl::flat_hash_map,3,0,2.94157,0.866278,0.0977559
m,m,20000000,absl::flat_hash_map,4,0,2.93558,0.86764,0.0993193
m,m,20000000,VectorMap;0.6,0,4266666752,3.42669,0.931661,0.0950516
m,m,20000000,VectorMap;0.6,1,4266666752,3.42241,0.936535,0.0948179
m,m,20000000,VectorMap;0.6,2,4266666752,3.42649,0.934829,0.0939869
m,m,20000000,VectorMap;0.6,3,4266666752,3.4237,0.937673,0.0944611
m,m,20000000,VectorMap;0.6,4,4266666752,3.42289,0.934616,0.0937375
m,m,20000000,VectorMap;0.7,0,3657142912,3.36827,1.12617,0.110473
m,m,20000000,VectorMap;0.7,1,3657142912,3.36985,1.12295,0.108007
m,m,20000000,VectorMap;0.7,2,3657142912,3.369,1.12375,0.110467
m,m,20000000,VectorMap;0.7,3,3657142912,3.36906,1.12662,0.107374
m,m,20000000,VectorMap;0.7,4,3657142912,3.37281,1.12915,0.107393
m,m,20000000,VectorMap;0.8,0,3200000000,3.33059,1.32016,0.125249
m,m,20000000,VectorMap;0.8,1,3200000000,3.33321,1.31925,0.127145
m,m,20000000,VectorMap;0.8,2,3200000000,3.33133,1.31645,0.125166
m,m,20000000,VectorMap;0.8,3,3200000000,3.33092,1.31884,0.12586
m,m,20000000,VectorMap;0.8,4,3200000000,3.33428,1.31717,0.1241
m,m,20000000,BBHash;2;0,0,1354196480,4.24677,2.17387,0.164677
m,m,20000000,BBHash;2;0,1,1354196480,4.24056,2.17621,0.165341
m,m,20000000,BBHash;2;0,2,1354196480,4.36404,2.17552,0.166332
m,m,20000000,BBHash;2;0,3,1354196480,4.36659,2.18211,0.167713
m,m,20000000,BBHash;2;0,4,1354196480,4.38139,2.17185,0.166016
m,m,20000000,BBHash;5;0,0,1417412032,4.41968,2.41283,0.168363
m,m,20000000,BBHash;5;0,1,1417412032,4.48946,2.41062,0.169353
m,m,20000000,BBHash;5;0,2,1417412032,4.46546,2.4117,0.165378
m,m,20000000,BBHash;5;0,3,1417412032,4.45091,2.41312,0.167516
m,m,20000000,BBHash;5;0,4,1417412032,4.46487,2.41254,0.166135
m,m,20000000,PTHash;5;0.8;dictionary-dictionary;0,0,1640008512,8.56593,0.864754,0.0918064
m,m,20000000,PTHash;5;0.8;dictionary-dictionary;0,1,1641245056,8.61658,0.867329,0.0914778
m,m,20000000,PTHash;5;0.8;dictionary-dictionary;0,2,1640007872,8.55926,0.86352,0.0916478
m,m,20000000,PTHash;5;0.8;dictionary-dictionary;0,3,1640007936,8.53659,0.865526,0.0944792
m,m,20000000,PTHash;5;0.8;dictionary-dictionary;0,4,1640008512,8.58342,0.866346,0.0941159
m,m,20000000,PTHash;8;0.98;dictionary-dictionary;1,0,1373432064,8.5652,1.00191,0.0965112
m,m,20000000,PTHash;8;0.98;dictionary-dictionary;1,1,1373431936,8.58194,1.00496,0.0957079
m,m,20000000,PTHash;8;0.98;dictionary-dictionary;1,2,1373431872,8.57846,1.00362,0.0961745
m,m,20000000,PTHash;8;0.98;dictionary-dictionary;1,3,1373431936,8.56111,1.0013,0.0947491
m,m,20000000,PTHash;8;0.98;dictionary-dictionary;1,4,1373432064,8.55468,1.01019,0.0959784
m,h,50000000,AceHash;4;0.8;1;1;1;0,0,600431536,6.85846,1.25523,0.133957
m,h,50000000,AceHash;4;0.8;1;1;1;0,1,600431536,6.87615,1.25476,0.133523
m,h,50000000,AceHash;4;0.8;1;1;1;0,2,600431536,6.86232,1.25645,0.132383
m,h,50000000,AceHash;4;0.8;1;1;1;0,3,600431536,6.87285,1.25461,0.132049
m,h,50000000,AceHash;4;0.8;1;1;1;0,4,600431536,6.86133,1.25456,0.133123
m,h,50000000,AceHash;2.5;1;1;1;1;0,0,573721880,8.6871,1.37819,0.148171
m,h,50000000,AceHash;2.5;1;1;1;1;0,1,573721880,8.68503,1.37522,0.145305
m,h,50000000,AceHash;2.5;1;1;1;1;0,2,573721880,8.69403,1.37638,0.14789
m,h,50000000,AceHash;2.5;1;1;1;1;0,3,573721880,8.69676,1.37562,0.14779
m,h,50000000,AceHash;2.5;1;1;1;1;0,4,573721880,8.67979,1.37649,0.146441
m,h,50000000,std::unordered_map,0,0,6.91045,2.73585,0.24043
m,h,50000000,std::unordered_map,1,0,6.47513,2.72808,0.241414
m,h,50000000,std::unordered_map,2,0,6.48058,2.72653,0.242554
m,h,50000000,std::unordered_map,3,0,6.47376,2.72184,0.242392
m,h,50000000,std::unordered_map,4,0,6.47474,2.72836,0.241214
m,h,50000000,absl::flat_hash_map,0,0,7.90148,2.46993,0.260252
m,h,50000000,absl::flat_hash_map,1,0,7.88882,2.47026,0.258499
m,h,50000000,absl::flat_hash_map,2,0,7.88538,2.46606,0.25985
m,h,50000000,absl::flat_hash_map,3,0,7.89405,2.46531,0.258497
m,h,50000000,absl::flat_hash_map,4,0,7.88544,2.46669,0.259531
m,h,50000000,VectorMap;0.6,0,10666666752,9.66209,2.40797,0.224112
m,h,50000000,VectorMap;0.6,1,10666666752,9.65977,2.4079,0.229261
m,h,50000000,VectorMap;0.6,2,10666666752,9.66119,2.40794,0.227646
m,h,50000000,VectorMap;0.6,3,10666666752,9.67204,2.40646,0.225532
m,h,50000000,VectorMap;0.6,4,10666666752,9.68263,2.40747,0.228649
m,h,50000000,VectorMap;0.7,0,9142857216,9.31343,2.80162,0.258226
m,h,50000000,VectorMap;0.7,1,9142857216,9.32491,2.8021,0.260798
m,h,50000000,VectorMap;0.7,2,9142857216,9.31607,2.79895,0.25788
m,h,50000000,VectorMap;0.7,3,9142857216,9.31682,2.80386,0.259968
m,h,50000000,VectorMap;0.7,4,9142857216,9.33134,2.79803,0.260598
m,h,50000000,VectorMap;0.8,0,8000000000,9.10362,3.25216,0.297003
m,h,50000000,VectorMap;0.8,1,8000000000,9.09768,3.25072,0.296418
m,h,50000000,VectorMap;0.8,2,8000000000,9.09766,3.24707,0.298661
m,h,50000000,VectorMap;0.8,3,8000000000,9.10634,3.24543,0.298584
m,h,50000000,VectorMap;0.8,4,8000000000,9.1043,3.24563,0.298147
m,h,50000000,BBHash;2;0,0,585484992,16.4935,7.78848,0.529798
m,h,50000000,BBHash;2;0,1,585484992,16.5556,7.93198,0.532163
m,h,50000000,BBHash;2;0,2,585484992,16.5996,7.93878,0.530302
m,h,50000000,BBHash;2;0,3,585484992,16.5967,7.93688,0.531987
m,h,50000000,BBHash;2;0,4,585484992,16.6394,7.95749,0.530181
m,h,50000000,BBHash;5;0,0,743523712,15.1758,7.44774,0.503851
m,h,50000000,BBHash;5;0,1,743523712,15.3349,7.43609,0.503723
m,h,50000000,BBHash;5;0,2,743523712,15.3648,7.44035,0.505558
m,h,50000000,BBHash;5;0,3,743523712,15.2503,7.44313,0.5051
m,h,50000000,BBHash;5;0,4,743523712,15.285,7.43586,0.503874
m,h,50000000,PTHash;5;0.8;dictionary-dictionary;0,0,597767936,24.5439,2.69255,0.228759
m,h,50000000,PTHash;5;0.8;dictionary-dictionary;0,1,597767872,24.5614,2.68829,0.229467
m,h,50000000,PTHash;5;0.8;dictionary-dictionary;0,2,597768000,24.5409,2.68755,0.229732
m,h,50000000,PTHash;5;0.8;dictionary-dictionary;0,3,597768064,24.4764,2.68973,0.231196
m,h,50000000,PTHash;5;0.8;dictionary-dictionary;0,4,597768064,24.4638,2.68623,0.230498
m,h,50000000,PTHash;8;0.98;dictionary-dictionary;1,0,579096896,24.9444,3.07494,0.276273
m,h,50000000,PTHash;8;0.98;dictionary-dictionary;1,1,579097024,24.9866,3.07689,0.279225
m,h,50000000,PTHash;8;0.98;dictionary-dictionary;1,2,579097344,25.0248,3.08131,0.277721
m,h,50000000,PTHash;8;0.98;dictionary-dictionary;1,3,579096704,24.9553,3.08086,0.278494
m,h,50000000,PTHash;8;0.98;dictionary-dictionary;1,4,579097280,24.9107,3.07754,0.277277
m,m,50000000,AceHash;4;0.8;1;1;1;0,0,4100429808,7.90879,1.56375,0.161272
m,m,50000000,AceHash;4;0.8;1;1;1;0,1,4100429808,7.91092,1.56469,0.160091
m,m,50000000,AceHash;4;0.8;1;1;1;0,2,4100429808,7.91016,1.56378,0.159603
m,m,50000000,AceHash;4;0.8;1;1;1;0,3,4100429808,7.90721,1.5638,0.160589
