Number of keys,Algorithm,Trial,Number of bits,Construction time (s),Serial evaluation time (s),Parallel evaluation time (s)
10000000,PTHash;7;0.75;dictionary-dictionary;0,4,23184384,2.17182,0.238355,0.024287
10000000,PTHash;7;0.75;elias_fano;0,0,15883392,2.10917,0.452187,0.0385992
10000000,PTHash;7;0.75;elias_fano;0,1,15890752,2.10349,0.452461,0.0381667
10000000,PTHash;7;0.75;elias_fano;0,2,15888384,2.11653,0.448157,0.0381976
10000000,PTHash;7;0.75;elias_fano;0,3,15891968,2.10269,0.45508,0.0381723
10000000,PTHash;7;0.75;elias_fano;0,4,15890816,2.11994,0.45665,0.0381609
10000000,PTHash;7;0.75;partitioned_compact;1,0,33435888,2.18978,0.452203,0.0363418
10000000,PTHash;7;0.75;partitioned_compact;1,1,33441776,2.19402,0.452542,0.0363554
10000000,PTHash;7;0.75;partitioned_compact;1,2,33432560,2.18135,0.451781,0.0363129
10000000,PTHash;7;0.75;partitioned_compact;1,3,33441008,2.1951,0.450688,0.0363348
10000000,PTHash;7;0.75;partitioned_compact;1,4,33456112,2.18164,0.45038,0.0363074
10000000,PTHash;7;0.75;dictionary-dictionary;1,0,37629424,2.25605,0.400135,0.0354963
10000000,PTHash;7;0.75;dictionary-dictionary;1,1,37629488,2.25326,0.399046,0.0354318
10000000,PTHash;7;0.75;dictionary-dictionary;1,2,36726256,2.25253,0.398025,0.0353082
10000000,PTHash;7;0.75;dictionary-dictionary;1,3,36726320,2.25335,0.397727,0.03501
10000000,PTHash;7;0.75;dictionary-dictionary;1,4,36726256,2.2578,0.397877,0.035094
10000000,PTHash;7;0.75;elias_fano;1,0,29426032,2.19427,0.624929,0.0505903
10000000,PTHash;7;0.75;elias_fano;1,1,29418608,2.20438,0.626693,0.0506254
10000000,PTHash;7;0.75;elias_fano;1,2,29428592,2.19761,0.625531,0.050602
10000000,PTHash;7;0.75;elias_fano;1,3,29434416,2.20353,0.625261,0.0506071
10000000,PTHash;7;0.75;elias_fano;1,4,29430448,2.19986,0.627016,0.0507038
10000000,PTHash;7;0.8;partitioned_compact;0,0,21121024,2.21802,0.280305,0.0254016
10000000,PTHash;7;0.8;partitioned_compact;0,1,21105408,2.20429,0.283603,0.0253929
10000000,PTHash;7;0.8;partitioned_compact;0,2,21119232,2.20669,0.282638,0.0253936
10000000,PTHash;7;0.8;partitioned_compact;0,3,21125120,2.19726,0.28233,0.0254008
10000000,PTHash;7;0.8;partitioned_compact;0,4,21115136,2.1969,0.281944,0.0253706
10000000,PTHash;7;0.8;dictionary-dictionary;0,0,24088448,2.27842,0.240751,0.0243533
10000000,PTHash;7;0.8;dictionary-dictionary;0,1,24088448,2.27826,0.240372,0.0243422
10000000,PTHash;7;0.8;dictionary-dictionary;0,2,24088576,2.26919,0.243054,0.0243263
10000000,PTHash;7;0.8;dictionary-dictionary;0,3,24088448,2.26374,0.234843,0.024353
10000000,PTHash;7;0.8;dictionary-dictionary;0,4,24088512,2.27161,0.240804,0.0243246
10000000,PTHash;7;0.8;elias_fano;0,0,17141504,2.23572,0.434069,0.0376381
10000000,PTHash;7;0.8;elias_fano;0,1,17142784,2.2055,0.437538,0.0376574
10000000,PTHash;7;0.8;elias_fano;0,2,17137088,2.22498,0.435438,0.0376103
10000000,PTHash;7;0.8;elias_fano;0,3,17136768,2.21125,0.433764,0.0377279
10000000,PTHash;7;0.8;elias_fano;0,4,17136512,2.22446,0.438848,0.0377356
10000000,PTHash;7;0.8;partitioned_compact;1,0,32508752,2.25596,0.41865,0.0342471
10000000,PTHash;7;0.8;partitioned_compact;1,1,32504656,2.26171,0.417955,0.0342248
10000000,PTHash;7;0.8;partitioned_compact;1,2,32524880,2.26995,0.418409,0.0342556
10000000,PTHash;7;0.8;partitioned_compact;1,3,32516688,2.27194,0.418166,0.0343173
10000000,PTHash;7;0.8;partitioned_compact;1,4,32519760,2.27068,0.419397,0.0342227
10000000,PTHash;7;0.8;dictionary-dictionary;1,0,35494800,2.34133,0.366132,0.0332262
10000000,PTHash;7;0.8;dictionary-dictionary;1,1,35494864,2.3399,0.365748,0.0331781
10000000,PTHash;7;0.8;dictionary-dictionary;1,2,35494672,2.34103,0.365338,0.0331417
10000000,PTHash;7;0.8;dictionary-dictionary;1,3,35494864,2.33335,0.365169,0.0331278
10000000,PTHash;7;0.8;dictionary-dictionary;1,4,35494800,2.35671,0.366929,0.0332194
10000000,PTHash;7;0.8;elias_fano;1,0,28544464,2.27788,0.581078,0.0476996
10000000,PTHash;7;0.8;elias_fano;1,1,28544528,2.27315,0.578604,0.0476948
10000000,PTHash;7;0.8;elias_fano;1,2,28547472,2.29469,0.583454,0.0476916
10000000,PTHash;7;0.8;elias_fano;1,3,28543952,2.28875,0.58024,0.0476774
10000000,PTHash;7;0.8;elias_fano;1,4,28547088,2.27741,0.581669,0.0477054
10000000,PTHash;7;0.85;partitioned_compact;0,0,22322944,2.32027,0.28296,0.0254839
10000000,PTHash;7;0.85;partitioned_compact;0,1,22331904,2.3271,0.282345,0.0254656
10000000,PTHash;7;0.85;partitioned_compact;0,2,22338048,2.32679,0.285201,0.0254494
10000000,PTHash;7;0.85;partitioned_compact;0,3,22346496,2.34743,0.284381,0.0254608
10000000,PTHash;7;0.85;partitioned_compact;0,4,22314752,2.34515,0.282893,0.0254405
10000000,PTHash;7;0.85;dictionary-dictionary;0,0,26196672,2.39881,0.240517,0.0245573
10000000,PTHash;7;0.85;dictionary-dictionary;0,1,26196928,2.40862,0.241085,0.0245854
10000000,PTHash;7;0.85;dictionary-dictionary;0,2,26196864,2.40959,0.240776,0.0245001
10000000,PTHash;7;0.85;dictionary-dictionary;0,3,26196928,2.40198,0.241289,0.0245577
10000000,PTHash;7;0.85;dictionary-dictionary;0,4,26196928,2.4081,0.243316,0.0245737
10000000,PTHash;7;0.85;elias_fano;0,0,18346176,2.35237,0.448231,0.0381565
10000000,PTHash;7;0.85;elias_fano;0,1,18340928,2.36758,0.450795,0.0381781
10000000,PTHash;7;0.85;elias_fano;0,2,18349376,2.33936,0.445391,0.0381942
10000000,PTHash;7;0.85;elias_fano;0,3,18345088,2.34812,0.446626,0.0381969
10000000,PTHash;7;0.85;elias_fano;0,4,18347584,2.34573,0.44748,0.0381611
10000000,PTHash;7;0.85;partitioned_compact;1,0,31135488,2.38657,0.384379,0.0321578
10000000,PTHash;7;0.85;partitioned_compact;1,1,31105344,2.38331,0.383423,0.0319981
10000000,PTHash;7;0.85;partitioned_compact;1,2,31112256,2.3852,0.384244,0.0320966
10000000,PTHash;7;0.85;partitioned_compact;1,3,31124480,2.38292,0.383704,0.032083
10000000,PTHash;7;0.85;partitioned_compact;1,4,31132992,2.38087,0.38416,0.032127
10000000,PTHash;7;0.85;dictionary-dictionary;1,0,34983872,2.4536,0.334087,0.031211
10000000,PTHash;7;0.85;dictionary-dictionary;1,1,34983680,2.45392,0.334534,0.031393
10000000,PTHash;7;0.85;dictionary-dictionary;1,2,34983936,2.45501,0.333695,0.031241
10000000,PTHash;7;0.85;dictionary-dictionary;1,3,34983680,2.45264,0.333964,0.0313406
10000000,PTHash;7;0.85;dictionary-dictionary;1,4,34983808,2.472,0.330743,0.0312552
10000000,PTHash;7;0.85;elias_fano;1,0,27130112,2.39679,0.557009,0.0457959
10000000,PTHash;7;0.85;elias_fano;1,1,27135232,2.39855,0.555955,0.0458
10000000,PTHash;7;0.85;elias_fano;1,2,27131520,2.39247,0.555833,0.0461457
10000000,PTHash;7;0.85;elias_fano;1,3,27135936,2.40262,0.555439,0.0458127
10000000,PTHash;7;0.85;elias_fano;1,4,27130880,2.39559,0.555381,0.0457956
10000000,PTHash;7;0.9;partitioned_compact;0,0,23706368,2.52139,0.284577,0.0255091
10000000,PTHash;7;0.9;partitioned_compact;0,1,23696384,2.51078,0.280014,0.0254672
10000000,PTHash;7;0.9;partitioned_compact;0,2,23705088,2.50667,0.281576,0.0254841
10000000,PTHash;7;0.9;partitioned_compact;0,3,23699712,2.51123,0.284241,0.0254743
10000000,PTHash;7;0.9;partitioned_compact;0,4,23698432,2.51381,0.282417,0.0254712
10000000,PTHash;7;0.9;dictionary-dictionary;0,0,27102144,2.5886,0.242256,0.024758
10000000,PTHash;7;0.9;dictionary-dictionary;0,1,26198848,2.58843,0.241767,0.0246175
10000000,PTHash;7;0.9;dictionary-dictionary;0,2,26198976,2.60184,0.240651,0.0244903
10000000,PTHash;7;0.9;dictionary-dictionary;0,3,27102080,2.58699,0.242796,0.0247572
10000000,PTHash;7;0.9;dictionary-dictionary;0,4,26198976,2.59667,0.243513,0.0245248
10000000,PTHash;7;0.9;elias_fano;0,0,20000768,2.52589,0.436117,0.0375419
10000000,PTHash;7;0.9;elias_fano;0,1,20009344,2.53759,0.432779,0.0375575
10000000,PTHash;7;0.9;elias_fano;0,2,20000256,2.52434,0.434637,0.0375744
10000000,PTHash;7;0.9;elias_fano;0,3,20006080,2.51754,0.434608,0.0375646
10000000,PTHash;7;0.9;elias_fano;0,4,20006528,2.52215,0.431391,0.0375882
10000000,PTHash;7;0.9;partitioned_compact;1,0,30014768,2.54993,0.347393,0.0298988
10000000,PTHash;7;0.9;partitioned_compact;1,1,29999152,2.56302,0.348987,0.0300323
10000000,PTHash;7;0.9;partitioned_compact;1,2,30028080,2.54017,0.350558,0.0299974
10000000,PTHash;7;0.9;partitioned_compact;1,3,30001712,2.55663,0.349579,0.0298857
10000000,PTHash;7;0.9;partitioned_compact;1,4,30007088,2.55945,0.347594,0.0298876
10000000,PTHash;7;0.9;dictionary-dictionary;1,0,32518512,2.62879,0.30168,0.0292253
10000000,PTHash;7;0.9;dictionary-dictionary;1,1,32518448,2.64829,0.301911,0.0293799
10000000,PTHash;7;0.9;dictionary-dictionary;1,2,32518512,2.62249,0.30336,0.0292257
10000000,PTHash;7;0.9;dictionary-dictionary;1,3,32518576,2.62689,0.301844,0.0298686
10000000,PTHash;7;0.9;dictionary-dictionary;1,4,32518512,2.6134,0.302294,0.029233
10000000,PTHash;7;0.9;elias_fano;1,0,26322864,2.56119,0.511883,0.0429714
10000000,PTHash;7;0.9;elias_fano;1,1,26324272,2.55766,0.513256,0.042914
10000000,PTHash;7;0.9;elias_fano;1,2,26326896,2.56327,0.515887,0.0429448
10000000,PTHash;7;0.9;elias_fano;1,3,26324592,2.56917,0.512252,0.0429797
10000000,PTHash;7;0.9;elias_fano;1,4,26327984,2.55897,0.512518,0.0429085
10000000,PTHash;7;0.95;partitioned_compact;0,0,25278464,2.78231,0.282624,0.0256231
10000000,PTHash;7;0.95;partitioned_compact;0,1,25287168,2.79099,0.282926,0.0255976
10000000,PTHash;7;0.95;partitioned_compact;0,2,25276416,2.79481,0.281025,0.0256312
10000000,PTHash;7;0.95;partitioned_compact;0,3,25312000,2.79871,0.282185,0.0256084
10000000,PTHash;7;0.95;partitioned_compact;0,4,25294336,2.7847,0.282088,0.0257282
10000000,PTHash;7;0.95;dictionary-dictionary;0,0,29212288,2.87362,0.244069,0.024935
10000000,PTHash;7;0.95;dictionary-dictionary;0,1,29212224,2.84537,0.242392,0.0249253
10000000,PTHash;7;0.95;dictionary-dictionary;0,2,29212224,2.87478,0.242902,0.0249542
10000000,PTHash;7;0.95;dictionary-dictionary;0,3,29212800,2.86989,0.243501,0.024943
10000000,PTHash;7;0.95;dictionary-dictionary;0,4,29212288,2.85915,0.24405,0.0248612
10000000,PTHash;7;0.95;elias_fano;0,0,21709760,2.78668,0.447644,0.0383635
10000000,PTHash;7;0.95;elias_fano;0,1,21702144,2.80401,0.447184,0.0383102
10000000,PTHash;7;0.95;elias_fano;0,2,21705600,2.81423,0.447486,0.0383036
10000000,PTHash;7;0.95;elias_fano;0,3,21712256,2.80266,0.447566,0.0383708
10000000,PTHash;7;0.95;elias_fano;0,4,21710208,2.79068,0.447288,0.0383258
10000000,PTHash;7;0.95;partitioned_compact;1,0,28837632,2.8115,0.319591,0.0279702
10000000,PTHash;7;0.95;partitioned_compact;1,1,28827904,2.8019,0.318698,0.0279161
10000000,PTHash;7;0.95;partitioned_compact;1,2,28838656,2.80843,0.317881,0.0279909
10000000,PTHash;7;0.95;partitioned_compact;1,3,28838144,2.80126,0.317738,0.0279727
10000000,PTHash;7;0.95;partitioned_compact;1,4,28840448,2.8339,0.31819,0.028049
10000000,PTHash;7;0.95;dictionary-dictionary;1,0,32765696,2.87829,0.276052,0.027631
10000000,PTHash;7;0.95;dictionary-dictionary;1,1,32764928,2.8785,0.278549,0.0276829
10000000,PTHash;7;0.95;dictionary-dictionary;1,2,32765888,2.87919,0.275869,0.0276702
10000000,PTHash;7;0.95;dictionary-dictionary;1,3,32765248,2.8735,0.27517,0.0276916
10000000,PTHash;7;0.95;dictionary-dictionary;1,4,32765632,2.88384,0.275893,0.0276591
10000000,PTHash;7;0.95;elias_fano;1,0,25260672,2.83471,0.497161,0.041657
10000000,PTHash;7;0.95;elias_fano;1,1,25264640,2.83292,0.494643,0.0416028
10000000,PTHash;7;0.95;elias_fano;1,2,25264704,2.83679,0.494821,0.0415617
10000000,PTHash;7;0.95;elias_fano;1,3,25269184,2.83067,0.494913,0.041611
10000000,PTHash;7;0.95;elias_fano;1,4,25253632,2.82425,0.494058,0.0416094
10000000,PTHash;7;0.98;partitioned_compact;0,0,26435072,3.05719,0.283061,0.0257377
10000000,PTHash;7;0.98;partitioned_compact;0,1,26415360,3.04764,0.283403,0.0257555
10000000,PTHash;7;0.98;partitioned_compact;0,2,26406656,3.07701,0.283958,0.0257422
10000000,PTHash;7;0.98;partitioned_compact;0,3,26408448,3.04882,0.28454,0.0258401
10000000,PTHash;7;0.98;partitioned_compact;0,4,26404864,3.06211,0.28388,0.0257446
10000000,PTHash;7;0.98;dictionary-dictionary;0,0,29217088,3.12865,0.243427,0.0250139
10000000,PTHash;7;0.98;dictionary-dictionary;0,1,29217344,3.14152,0.243139,0.0251725
10000000,PTHash;7;0.98;dictionary-dictionary;0,2,29216768,3.13904,0.243712,0.0250526
10000000,PTHash;7;0.98;dictionary-dictionary;0,3,29217024,3.12413,0.243293,0.0250054
10000000,PTHash;7;0.98;dictionary-dictionary;0,4,29217280,3.1355,0.24294,0.024986
10000000,PTHash;7;0.98;elias_fano;0,0,23213248,3.0641,0.426238,0.0374906
10000000,PTHash;7;0.98;elias_fano;0,1,23211264,3.05973,0.42748,0.0375578
10000000,PTHash;7;0.98;elias_fano;0,2,23216128,3.05096,0.429793,0.0374514
10000000,PTHash;7;0.98;elias_fano;0,3,23214656,3.06278,0.428285,0.037473
10000000,PTHash;7;0.98;elias_fano;0,4,23214720,3.05569,0.428023,0.0374917
10000000,PTHash;7;0.98;partitioned_compact;1,0,28070880,3.08095,0.301782,0.0270204
10000000,PTHash;7;0.98;partitioned_compact;1,1,28046048,3.06005,0.30251,0.0269285
10000000,PTHash;7;0.98;partitioned_compact;1,2,28055520,3.07104,0.30146,0.0269624
10000000,PTHash;7;0.98;partitioned_compact;1,3,28057824,3.06984,0.302233,0.0269414
10000000,PTHash;7;0.98;partitioned_compact;1,4,28036064,3.06043,0.300846,0.0269316
10000000,PTHash;7;0.98;dictionary-dictionary;1,0,30869472,3.14021,0.25881,0.0265166
10000000,PTHash;7;0.98;dictionary-dictionary;1,1,30869536,3.1446,0.259289,0.0265216
10000000,PTHash;7;0.98;dictionary-dictionary;1,2,30869216,3.15483,0.259575,0.0264696
10000000,PTHash;7;0.98;dictionary-dictionary;1,3,30869216,3.131,0.259468,0.0265727
10000000,PTHash;7;0.98;dictionary-dictionary;1,4,30869536,3.14808,0.259361,0.0267394
10000000,PTHash;7;0.98;elias_fano;1,0,24862944,3.06895,0.462029,0.0394633
10000000,PTHash;7;0.98;elias_fano;1,1,24871712,3.09941,0.460147,0.0394705
10000000,PTHash;7;0.98;elias_fano;1,2,24862688,3.07742,0.461917,0.0394991
10000000,PTHash;7;0.98;elias_fano;1,3,24869216,3.10022,0.461613,0.0394682
10000000,PTHash;7;0.98;elias_fano;1,4,24865120,3.091,0.46141,0.0394692
10000000,PTHash;8;0.7;partitioned_compact;0,0,20327488,1.96578,0.281572,0.0253185
10000000,PTHash;8;0.7;partitioned_compact;0,1,20304128,1.95916,0.281176,0.0253194
10000000,PTHash;8;0.7;partitioned_compact;0,2,20302400,1.94989,0.281725,0.0253489
10000000,PTHash;8;0.7;partitioned_compact;0,3,20286272,1.95888,0.282861,0.0254254
10000000,PTHash;8;0.7;partitioned_compact;0,4,20313920,1.9513,0.281877,0.0254376
10000000,PTHash;8;0.7;dictionary-dictionary;0,0,24086464,2.02256,0.241014,0.0243197
10000000,PTHash;8;0.7;dictionary-dictionary;0,1,24086592,2.02205,0.242507,0.0243167
10000000,PTHash;8;0.7;dictionary-dictionary;0,2,24086528,2.02585,0.242884,0.0243135
10000000,PTHash;8;0.7;dictionary-dictionary;0,3,24086720,2.03082,0.239516,0.0243893
10000000,PTHash;8;0.7;dictionary-dictionary;0,4,24086464,2.02769,0.24362,0.02433
10000000,PTHash;8;0.7;elias_fano;0,0,15729520,1.97625,0.442145,0.0385509
10000000,PTHash;8;0.7;elias_fano;0,1,15730544,1.97168,0.439939,0.0380921
10000000,PTHash;8;0.7;elias_fano;0,2,15732272,1.96002,0.437723,0.037982
10000000,PTHash;8;0.7;elias_fano;0,3,15730928,1.96912,0.438026,0.0379748
10000000,PTHash;8;0.7;elias_fano;0,4,15737456,1.96618,0.436917,0.0379573
10000000,PTHash;8;0.7;partitioned_compact;1,0,36302416,2.05647,0.491418,0.0389669
10000000,PTHash;8;0.7;partitioned_compact;1,1,36294480,2.05275,0.488457,0.0390367
10000000,PTHash;8;0.7;partitioned_compact;1,2,36290128,2.05216,0.487824,0.0389525
10000000,PTHash;8;0.7;partitioned_compact;1,3,36317200,2.05046,0.487826,0.0389598
10000000,PTHash;8;0.7;partitioned_compact;1,4,36294224,2.06084,0.488597,0.0389273
10000000,PTHash;8;0.7;dictionary-dictionary;1,0,40068816,2.1346,0.433637,0.0375143
10000000,PTHash;8;0.7;dictionary-dictionary;1,1,40068880,2.12796,0.434132,0.037452
10000000,PTHash;8;0.7;dictionary-dictionary;1,2,40068880,2.1579,0.434653,0.0374902
10000000,PTHash;8;0.7;dictionary-dictionary;1,3,40068944,2.13399,0.434737,0.0375138
10000000,PTHash;8;0.7;dictionary-dictionary;1,4,40068816,2.12659,0.433334,0.037468
10000000,PTHash;8;0.7;elias_fano;1,0,31714816,2.07794,0.652544,0.0529613
10000000,PTHash;8;0.7;elias_fano;1,1,31713216,2.07082,0.653573,0.0530121
10000000,PTHash;8;0.7;elias_fano;1,2,31715200,2.07517,0.652676,0.0530017
10000000,PTHash;8;0.7;elias_fano;1,3,31716352,2.06695,0.652812,0.0530139
10000000,PTHash;8;0.7;elias_fano;1,4,31716096,2.07206,0.65313,0.0530296
10000000,PTHash;8;0.75;partitioned_compact;0,0,21415232,2.01738,0.283354,0.0254743
10000000,PTHash;8;0.75;partitioned_compact;0,1,21419072,2.01348,0.282943,0.0254942
10000000,PTHash;8;0.75;partitioned_compact;0,2,21419584,2.00676,0.28353,0.0254906
10000000,PTHash;8;0.75;partitioned_compact;0,3,21406528,2.00636,0.28264,0.0254663
10000000,PTHash;8;0.75;partitioned_compact;0,4,21429568,2.01142,0.282908,0.0254876
10000000,PTHash;8;0.75;dictionary-dictionary;0,0,26495168,2.09805,0.242183,0.024529
10000000,PTHash;8;0.75;dictionary-dictionary;0,1,26495232,2.08908,0.240967,0.0245273
10000000,PTHash;8;0.75;dictionary-dictionary;0,2,26495360,2.08738,0.240592,0.0244951
10000000,PTHash;8;0.75;dictionary-dictionary;0,3,26495296,2.10185,0.241051,0.0245341
10000000,PTHash;8;0.75;dictionary-dictionary;0,4,26495296,2.08598,0.240778,0.0245194
10000000,PTHash;8;0.75;elias_fano;0,0,16667056,2.0255,0.450007,0.0387489
10000000,PTHash;8;0.75;elias_fano;0,1,16671408,2.02929,0.446999,0.0385382
10000000,PTHash;8;0.75;elias_fano;0,2,16669360,2.01656,0.448565,0.0385162
10000000,PTHash;8;0.75;elias_fano;0,3,16671216,2.03193,0.447428,0.0385449
10000000,PTHash;8;0.75;elias_fano;0,4,16668592,2.02808,0.44669,0.0385718
10000000,PTHash;8;0.75;partitioned_compact;1,0,34923568,2.09803,0.453218,0.0365797
10000000,PTHash;8;0.75;partitioned_compact;1,1,34930928,2.09995,0.453597,0.0366533
10000000,PTHash;8;0.75;partitioned_compact;1,2,34952240,2.10332,0.453761,0.036633
10000000,PTHash;8;0.75;partitioned_compact;1,3,34954224,2.09412,0.453933,0.0366312
10000000,PTHash;8;0.75;partitioned_compact;1,4,34943216,2.09078,0.45252,0.0366254
10000000,PTHash;8;0.75;dictionary-dictionary;1,0,40037040,2.1694,0.39975,0.0354185
10000000,PTHash;8;0.75;dictionary-dictionary;1,1,40037040,2.17917,0.40082,0.0353658
10000000,PTHash;8;0.75;dictionary-dictionary;1,2,40037232,2.17852,0.402584,0.0354345
10000000,PTHash;8;0.75;dictionary-dictionary;1,3,40037104,2.16254,0.399998,0.0356547
10000000,PTHash;8;0.75;dictionary-dictionary;1,4,40037168,2.18764,0.400152,0.0354123
10000000,PTHash;8;0.75;elias_fano;1,0,30219104,2.12327,0.626771,0.0511461
10000000,PTHash;8;0.75;elias_fano;1,1,30205664,2.11208,0.62839,0.0511433
10000000,PTHash;8;0.75;elias_fano;1,2,30205216,2.10579,0.628239,0.0511081
10000000,PTHash;8;0.75;elias_fano;1,3,30210592,2.11583,0.626396,0.0511084
10000000,PTHash;8;0.75;elias_fano;1,4,30208800,2.1126,0.626689,0.0511215
10000000,PTHash;8;0.8;partitioned_compact;0,0,22576128,2.07553,0.284096,0.0255536
10000000,PTHash;8;0.8;partitioned_compact;0,1,22565184,2.08978,0.284785,0.0256471
10000000,PTHash;8;0.8;partitioned_compact;0,2,22566144,2.09131,0.284935,0.0256346
10000000,PTHash;8;0.8;partitioned_compact;0,3,22552320,2.08717,0.285564,0.0256077
10000000,PTHash;8;0.8;partitioned_compact;0,4,22572800,2.08265,0.28403,0.0256349
10000000,PTHash;8;0.8;dictionary-dictionary;0,0,26495744,2.16245,0.24155,0.0245872
10000000,PTHash;8;0.8;dictionary-dictionary;0,1,26495808,2.24501,0.243787,0.0250333
10000000,PTHash;8;0.8;dictionary-dictionary;0,2,26495808,2.2485,0.244166,0.0245673
10000000,PTHash;8;0.8;dictionary-dictionary;0,3,26495744,2.24611,0.241073,0.024645
10000000,PTHash;8;0.8;dictionary-dictionary;0,4,26495680,2.25156,0.240511,0.0245363
10000000,PTHash;8;0.8;elias_fano;0,0,17952560,2.1812,0.456767,0.038982
10000000,PTHash;8;0.8;elias_fano;0,1,17951152,2.16687,0.457276,0.0390137
10000000,PTHash;8;0.8;elias_fano;0,2,17950896,2.17857,0.459293,0.0390003
10000000,PTHash;8;0.8;elias_fano;0,3,17958768,2.1699,0.458983,0.0390066
10000000,PTHash;8;0.8;elias_fano;0,4,17951344,2.17268,0.460379,0.0390105
10000000,PTHash;8;0.8;partitioned_compact;1,0,33987920,2.23024,0.419471,0.0344601
10000000,PTHash;8;0.8;partitioned_compact;1,1,34002768,2.22281,0.419202,0.0344826
10000000,PTHash;8;0.8;partitioned_compact;1,2,33981520,2.22882,0.419241,0.034482
10000000,PTHash;8;0.8;partitioned_compact;1,3,33978192,2.22181,0.419831,0.0345489
10000000,PTHash;8;0.8;partitioned_compact;1,4,33985360,2.21878,0.419577,0.0344375
10000000,PTHash;8;0.8;dictionary-dictionary;1,0,37902160,2.32106,0.367136,0.0336283
10000000,PTHash;8;0.8;dictionary-dictionary;1,1,37902224,2.32865,0.367197,0.0334065
10000000,PTHash;8;0.8;dictionary-dictionary;1,2,37902160,2.30519,0.367952,0.033571
10000000,PTHash;8;0.8;dictionary-dictionary;1,3,37902224,2.31416,0.366905,0.0334411
10000000,PTHash;8;0.8;dictionary-dictionary;1,4,37902288,2.30785,0.367211,0.0333463
10000000,PTHash;8;0.8;elias_fano;1,0,29356352,2.23911,0.603632,0.0492427
10000000,PTHash;8;0.8;elias_fano;1,1,29360704,2.24098,0.599401,0.0492248
10000000,PTHash;8;0.8;elias_fano;1,2,29361536,2.23411,0.599413,0.0491999
10000000,PTHash;8;0.8;elias_fano;1,3,29360576,2.24742,0.601245,0.049201
10000000,PTHash;8;0.8;elias_fano;1,4,29350336,2.23247,0.598646,0.0491951
10000000,PTHash;8;0.85;partitioned_compact;0,0,23902464,2.26295,0.286019,0.0256895
10000000,PTHash;8;0.85;partitioned_compact;0,1,23879424,2.25053,0.285977,0.0256914
10000000,PTHash;8;0.85;partitioned_compact;0,2,23877632,2.25509,0.285773,0.0256852
10000000,PTHash;8;0.85;partitioned_compact;0,3,23924480,2.23868,0.284707,0.0257075
10000000,PTHash;8;0.85;partitioned_compact;0,4,23913216,2.25609,0.283775,0.025739
10000000,PTHash;8;0.85;dictionary-dictionary;0,0,27528704,2.34157,0.243196,0.0247531
10000000,PTHash;8;0.85;dictionary-dictionary;0,1,27528832,2.32859,0.244118,0.0252126
10000000,PTHash;8;0.85;dictionary-dictionary;0,2,27528768,2.35393,0.242543,0.0249564
10000000,PTHash;8;0.85;dictionary-dictionary;0,3,27528384,2.33252,0.243484,0.0249129
10000000,PTHash;8;0.85;dictionary-dictionary;0,4,27528704,2.3324,0.24407,0.0248386
10000000,PTHash;8;0.85;elias_fano;0,0,19464688,2.27183,0.441108,0.0383698
10000000,PTHash;8;0.85;elias_fano;0,1,19468848,2.26765,0.442272,0.0383828
10000000,PTHash;8;0.85;elias_fano;0,2,19465648,2.27343,0.443031,0.038396
10000000,PTHash;8;0.85;elias_fano;0,3,19465136,2.26031,0.443076,0.0383949
10000000,PTHash;8;0.85;elias_fano;0,4,19468528,2.26528,0.442186,0.0383417
10000000,PTHash;8;0.85;partitioned_compact;1,0,32698560,2.30237,0.387286,0.0323931
10000000,PTHash;8;0.85;partitioned_compact;1,1,32679168,2.30937,0.386744,0.032411
10000000,PTHash;8;0.85;partitioned_compact;1,2,32699584,2.30385,0.387079,0.0323998
10000000,PTHash;8;0.85;partitioned_compact;1,3,32687936,2.30539,0.385093,0.0323835
10000000,PTHash;8;0.85;partitioned_compact;1,4,32714240,2.29427,0.386642,0.0324365
10000000,PTHash;8;0.85;dictionary-dictionary;1,0,36315712,2.37604,0.337804,0.03147
10000000,PTHash;8;0.85;dictionary-dictionary;1,1,36315712,2.38826,0.334349,0.0314641
10000000,PTHash;8;0.85;dictionary-dictionary;1,2,36315712,2.38926,0.334577,0.0315064
10000000,PTHash;8;0.85;dictionary-dictionary;1,3,36315776,2.39054,0.335529,0.0314903
10000000,PTHash;8;0.85;dictionary-dictionary;1,4,36315648,2.38263,0.335524,0.0315454
10000000,PTHash;8;0.85;elias_fano;1,0,28251120,2.31704,0.556578,0.0461275
10000000,PTHash;8;0.85;elias_fano;1,1,28251184,2.32075,0.558517,0.0461525
10000000,PTHash;8;0.85;elias_fano;1,2,28254960,2.32191,0.555702,0.0461469
10000000,PTHash;8;0.85;elias_fano;1,3,28251184,2.31114,0.555873,0.0461463
10000000,PTHash;8;0.85;elias_fano;1,4,28254064,2.30437,0.555315,0.0461146
10000000,PTHash;8;0.9;partitioned_compact;0,0,25382848,2.37258,0.286817,0.0258097
10000000,PTHash;8;0.9;partitioned_compact;0,1,25372096,2.37649,0.288985,0.0258039
10000000,PTHash;8;0.9;partitioned_compact;0,2,25375936,2.38517,0.286074,0.0258135
10000000,PTHash;8;0.9;partitioned_compact;0,3,25354688,2.3815,0.285676,0.0257875
10000000,PTHash;8;0.9;partitioned_compact;0,4,25385408,2.39147,0.28831,0.0258364
10000000,PTHash;8;0.9;dictionary-dictionary;0,0,29938048,2.45163,0.244146,0.025103
